Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1052.21,1735998,98.86,30597,N/A,718.95
astar,true,1599.62,1735895,98.86,30597,N/A,863.15
bfs,true,705.44,1735998,98.86,30597,N/A,958.20
dfs,true,292.45,828077,47.16,30597,N/A,581.21
wallFollower,true,862.45,1759014,100.18,30597,N/A,1083.92
dijkstra,false,1544.62,1922023,99.97,4468,0,715.24
astar,false,1707.84,1921984,99.96,4469,1,615.20
bfs,false,488.84,1922023,99.97,4468,0,661.98
dfs,false,96.75,215939,11.23,104795,100327,180.60
wallFollower,false,57.66,59574,3.10,23112,18644,201.95
