Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,7.92,17670,88.36,1918,N/A,9.93
astar,true,13.93,17124,85.63,1918,N/A,7.92
bfs,true,8.04,17670,88.35,1918,N/A,10.42
dfs,true,5.45,11782,58.91,1918,N/A,6.21
wallFollower,true,11.64,21201,106.01,1918,N/A,8.94
dijkstra,false,12.03,21827,99.80,488,0,7.91
astar,false,19.08,20604,94.21,493,5,6.97
bfs,false,8.17,21826,99.79,488,0,5.83
dfs,false,4.21,4374,20.00,2614,2126,3.36
wallFollower,false,10.68,18061,82.58,1858,1370,5.65
