Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4385.36,6859705,95.01,39426,3590.82
astar,true,5082.29,7100026,98.34,39426,3573.69
bfs,true,2698.21,6859675,95.01,39426,4355.48
dfs,true,1222.97,3814452,52.83,39426,2511.79
wallFollower,true,3807.35,8774928,121.54,39426,3988.00
dijkstra,false,6967.28,7520951,95.12,6351,2336.59
astar,false,5866.00,3916755,49.54,6428,2172.42
bfs,false,1872.32,7520964,95.12,6351,3385.33
dfs,false,708.39,2095341,26.50,458803,1610.03
wallFollower,false,1874.45,4792372,60.61,49270,1402.58
