Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3264.94,5405909,99.28,59732,N/A,2452.45
astar,true,5228.88,5405858,99.28,59732,N/A,2716.84
bfs,true,2084.35,5405908,99.28,59732,N/A,2761.93
dfs,true,736.54,2356586,43.28,59732,N/A,1754.73
wallFollower,true,2218.90,4812305,88.38,59732,N/A,2568.79
dijkstra,false,7090.34,5960626,99.97,7818,0,1518.93
astar,false,6021.82,5960597,99.97,7818,0,1361.06
bfs,false,1588.94,5960625,99.97,7818,0,1773.62
dfs,false,244.25,466260,7.82,222469,214651,408.78
wallFollower,false,1119.73,2439796,40.92,39849,32031,1274.53
