Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1404.48,2397297,99.06,37924,N/A,1027.61
astar,true,2245.25,2397225,99.06,37924,N/A,863.21
bfs,true,891.66,2397297,99.06,37924,N/A,1285.98
dfs,true,419.62,1254269,51.83,37924,N/A,768.15
wallFollower,true,1213.52,2485151,102.69,37924,N/A,1429.63
dijkstra,false,2428.71,2648974,99.97,5244,0,547.67
astar,false,2483.28,2648933,99.97,5245,1,558.06
bfs,false,683.11,2648974,99.97,5244,0,919.95
dfs,false,167.65,482454,18.21,115391,110147,382.78
wallFollower,false,51.51,67212,2.54,26248,21004,261.88
