Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2011.45,3281812,91.80,25037,1341.59
astar,true,2324.34,3417262,95.58,25037,1025.66
bfs,true,1221.04,3281828,91.80,25037,1804.84
dfs,true,597.13,1697191,47.47,25037,1023.31
wallFollower,true,1644.20,3522177,98.52,25037,1979.95
dijkstra,false,2882.34,3720518,95.04,4483,1577.46
astar,false,2416.04,1944775,49.68,4570,1566.59
bfs,false,1083.27,3720561,95.04,4483,1345.16
dfs,false,401.01,951558,24.31,217820,753.65
wallFollower,false,647.45,1618237,41.33,33697,792.85
