Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1775.03,3038283,99.28,44935,N/A,1199.27
astar,true,2916.54,3038214,99.28,44935,N/A,920.93
bfs,true,1092.04,3038285,99.28,44935,N/A,1662.24
dfs,true,426.03,1126194,36.80,44935,N/A,744.07
wallFollower,true,1388.32,3057926,99.92,44935,N/A,1651.85
dijkstra,false,3390.77,3350023,99.97,5873,0,1067.55
astar,false,3297.93,3349970,99.96,5873,0,1027.74
bfs,false,967.09,3350022,99.97,5873,0,1355.00
dfs,false,175.47,246945,7.37,124724,118851,274.16
wallFollower,false,401.14,731489,21.83,30836,24963,525.57
