Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,4174.64,6587737,98.90,66165,N/A,2778.86
astar,true,6546.19,6587614,98.89,66165,N/A,2720.42
bfs,true,2365.47,6587739,98.90,66165,N/A,3718.67
dfs,true,947.65,2612728,39.22,66165,N/A,1683.95
wallFollower,true,3304.62,7043485,105.74,66165,N/A,2671.98
dijkstra,false,8839.51,7291992,99.97,8645,0,1877.05
astar,false,7406.98,7291937,99.97,8646,1,1678.16
bfs,false,1935.65,7291993,99.97,8645,0,1975.73
dfs,false,354.68,1159430,15.89,228908,220263,698.26
wallFollower,false,103.32,106822,1.46,44403,35758,599.33
