Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,720.83,1214002,98.00,24377,N/A,531.30
astar,true,1126.00,1213922,98.00,24377,N/A,569.47
bfs,true,473.72,1214005,98.00,24377,N/A,743.18
dfs,true,231.53,667231,53.86,24377,N/A,397.48
wallFollower,true,660.41,1387395,112.00,24377,N/A,641.11
dijkstra,false,1027.84,1355901,99.97,3755,0,390.18
astar,false,1202.10,1355822,99.96,3755,0,391.58
bfs,false,361.84,1355901,99.97,3755,0,603.66
dfs,false,109.11,236625,17.44,51013,47258,216.00
wallFollower,false,37.11,45583,3.36,18534,14779,142.25
