Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,650.70,1183442,98.52,24431,N/A,497.83
astar,true,1065.06,1183268,98.50,24431,N/A,412.23
bfs,true,420.15,1183441,98.52,24431,N/A,632.50
dfs,true,198.77,545140,45.38,24431,N/A,336.66
wallFollower,true,517.42,1008232,83.93,24431,N/A,553.31
dijkstra,false,1015.44,1314738,99.97,3681,0,426.17
astar,false,1172.51,1314666,99.96,3683,2,239.08
bfs,false,344.98,1314736,99.97,3681,0,357.57
dfs,false,60.97,120097,9.13,61229,57548,81.89
wallFollower,false,114.48,301101,22.90,18733,15052,200.36
