Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3009.49,4691200,99.29,51656,N/A,1940.68
astar,true,4719.94,4691101,99.29,51656,N/A,2151.57
bfs,true,1916.76,4691204,99.29,51656,N/A,2566.41
dfs,true,812.15,2416047,51.14,51656,N/A,1549.07
wallFollower,true,2189.88,4377560,92.65,51656,N/A,2369.65
dijkstra,false,5752.41,5172157,99.97,7323,0,1333.83
astar,false,5122.71,5172112,99.97,7324,1,1245.81
bfs,false,1273.92,5172157,99.97,7323,0,1693.42
dfs,false,197.39,411321,7.95,205967,198644,396.19
wallFollower,false,467.82,1111939,21.49,37731,30408,656.09
