Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1335.29,2259971,97.78,35032,N/A,1061.11
astar,true,2146.08,2259773,97.77,35032,N/A,935.67
bfs,true,815.93,2259975,97.78,35032,N/A,1166.22
dfs,true,317.35,904875,39.15,35032,N/A,660.70
wallFollower,true,1144.74,2526127,109.30,35032,N/A,1253.46
dijkstra,false,2239.19,2529722,99.97,5096,0,613.82
astar,false,2263.99,2529683,99.96,5097,1,503.07
bfs,false,631.75,2529722,99.97,5096,0,748.61
dfs,false,146.78,451433,17.84,102444,97348,314.86
wallFollower,false,49.87,63646,2.52,25921,20825,208.36
