Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1502.09,2644288,91.82,22056,1425.05
astar,true,1774.11,2785300,96.71,22056,1435.84
bfs,true,1000.56,2644285,91.82,22056,1492.24
dfs,true,521.24,1586062,55.07,22056,1115.22
wallFollower,true,1250.73,2765267,96.02,22056,1456.35
dijkstra,false,2176.72,3011346,95.49,4049,941.22
astar,false,1944.33,1746806,55.39,4117,1057.50
bfs,false,817.54,3011485,95.50,4049,1155.65
dfs,false,281.24,771440,24.46,177041,499.45
wallFollower,false,317.00,687751,21.81,29624,384.36
