Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,646.07,1140103,98.18,23395,N/A,595.95
astar,true,1051.58,1139969,98.16,23395,N/A,461.03
bfs,true,446.33,1140104,98.18,23395,N/A,688.21
dfs,true,214.94,630905,54.33,23395,N/A,412.97
wallFollower,true,564.65,1203601,103.64,23395,N/A,579.92
dijkstra,false,969.46,1271024,99.96,3630,0,438.90
astar,false,1127.72,1270963,99.96,3631,1,364.95
bfs,false,346.37,1271024,99.96,3630,0,396.89
dfs,false,39.74,103948,8.18,53433,49803,97.42
wallFollower,false,134.60,294344,23.15,18671,15041,167.55
