Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1068.898,715277,49.50,9868,997.25
astar,true,2136.249,1412368,97.74,9868,719.27
bfs,true,1114.735,1422074,98.41,9868,858.61
dfs,true,602.304,829283,57.39,9868,766.70
wallFollower,true,717.883,1237905,85.67,9868,1043.81
dijkstra,false,1626.480,787517,53.23,13057,1239.75
astar,false,3806.791,1458462,98.59,8303,758.63
bfs,false,1507.086,1464141,98.97,8303,1222.62
dfs,false,601.759,789895,53.39,21867,713.89
wallFollower,false,873.288,1292203,87.35,110202,1040.34
