Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2448.184,1516245,46.64,15824,1782.22
astar,true,5112.142,3173701,97.61,15824,1753.98
bfs,true,2580.183,3192446,98.19,15824,2068.04
dfs,true,1011.594,1340960,41.24,15824,1334.24
wallFollower,true,2182.412,3835758,117.98,15824,1731.81
dijkstra,false,4907.091,2242312,67.37,20486,1977.01
astar,false,9493.019,3266368,98.13,12432,1866.52
bfs,false,3311.839,3278418,98.50,12432,2317.49
dfs,false,1237.013,1605457,48.23,33587,1720.95
wallFollower,false,2344.022,3495661,105.02,250601,2309.19
