Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1935.484,1314861,65.74,11654,1068.23
astar,true,3126.078,1938800,96.94,11654,815.77
bfs,true,1532.663,1953707,97.69,11654,1347.98
dfs,true,896.712,1207781,60.39,11654,939.96
wallFollower,true,957.816,1595968,79.80,11654,1179.11
dijkstra,false,1882.443,885287,43.24,18787,1046.94
astar,false,5305.523,1999796,97.67,9548,1145.91
bfs,false,1899.030,2010961,98.21,9548,1482.84
dfs,false,594.077,755259,36.89,25640,959.34
wallFollower,false,1575.396,2310816,112.86,161153,1558.42
