Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,970.369,619170,45.49,9882,965.35
astar,true,2056.042,1331107,97.79,9882,790.76
bfs,true,1087.460,1341032,98.51,9882,995.90
dfs,true,546.804,766750,56.33,9882,676.36
wallFollower,true,696.554,1198794,88.07,9882,790.15
dijkstra,false,1481.365,746983,53.60,15038,851.71
astar,false,3557.072,1370287,98.33,7964,1025.58
bfs,false,1326.465,1377461,98.84,7964,1048.59
dfs,false,580.982,761998,54.68,24375,818.18
wallFollower,false,884.839,1415723,101.59,101467,1055.38
