Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2036.407,1362180,53.81,13755,1473.65
astar,true,3883.309,2479281,97.95,13755,1298.98
bfs,true,1929.488,2492180,98.46,13755,1541.47
dfs,true,925.753,1286712,50.83,13755,1437.05
wallFollower,true,1376.038,2502714,98.87,13755,1054.14
dijkstra,false,3746.544,1710163,65.99,17783,1826.66
astar,false,7032.971,2548882,98.36,11296,1562.14
bfs,false,2460.460,2559886,98.78,11296,2211.32
dfs,false,1057.183,1342641,51.81,31123,1012.71
wallFollower,false,1586.141,2498889,96.43,195874,1563.63
