Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5174.467,3306991,55.57,22232,2983.14
astar,true,9647.437,5810137,97.63,22232,2104.56
bfs,true,4585.270,5840473,98.14,22232,4034.89
dfs,true,1963.226,2758967,46.36,22232,2376.46
wallFollower,true,3555.921,6405429,107.63,22232,2752.82
dijkstra,false,8833.906,3828848,62.84,31562,4043.26
astar,false,19288.868,5984600,98.23,18025,2385.21
bfs,false,6149.066,6004119,98.55,18025,4612.83
dfs,false,2580.321,3219797,52.85,57557,2881.34
wallFollower,false,3796.975,5755817,94.47,457671,3853.21
