Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3047.581,1918052,45.61,17767,2322.89
astar,true,6831.727,4090605,97.28,17767,2709.04
bfs,true,3315.449,4119398,97.96,17767,2378.45
dfs,true,1547.338,2233259,53.11,17767,1909.10
wallFollower,true,2184.869,3958532,94.14,17767,1992.06
dijkstra,false,4406.773,2022532,46.98,27539,2724.51
astar,false,12951.541,4229199,98.24,15121,2967.07
bfs,false,4256.442,4245320,98.61,15121,2878.98
dfs,false,1326.648,1605764,37.30,35891,1843.59
wallFollower,false,2998.943,4652614,108.08,304756,2571.03
