Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4379.281,2786218,59.90,18753,1344.90
astar,true,7653.780,4524074,97.27,18753,2393.50
bfs,true,3676.980,4554011,97.91,18753,2546.72
dfs,true,1972.317,2722079,58.52,18753,2618.79
wallFollower,true,2372.334,3875697,83.33,18753,2387.04
dijkstra,false,4828.996,2243365,47.11,26743,2611.06
astar,false,14423.342,4693329,98.56,15472,2610.99
bfs,false,4787.369,4707627,98.86,15472,2736.32
dfs,false,1666.682,2098617,44.07,39516,1791.22
wallFollower,false,2790.323,4219154,88.61,359257,2758.92
