Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4256.782,2581506,44.66,21397,2867.57
astar,true,9406.402,5627439,97.36,21397,2652.26
bfs,true,4606.236,5667596,98.06,21397,3925.39
dfs,true,1940.496,2516034,43.53,21397,2411.59
wallFollower,true,3943.380,6546800,113.27,21397,2589.16
dijkstra,false,8679.585,3613375,61.06,33103,4641.93
astar,false,18591.024,5812550,98.23,17127,3015.94
bfs,false,6018.315,5832837,98.57,17127,3936.69
dfs,false,1945.711,2540607,42.93,59935,2509.49
wallFollower,false,4291.289,6500409,109.85,434048,3443.38
