Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5385.97,8064854,92.58,42151,4562.02
astar,true,5975.05,8407457,96.51,42151,4381.42
bfs,true,3448.38,8064835,92.58,42151,4633.78
dfs,true,1509.84,4813417,55.26,42151,3258.39
wallFollower,true,4005.48,9470722,108.72,42151,4566.28
dijkstra,false,14090.83,9076428,95.15,6980,3141.83
astar,false,9032.36,5788390,60.68,7050,2582.62
bfs,false,3238.94,9076416,95.15,6980,3817.30
dfs,false,1300.87,3878101,40.65,625457,1979.51
wallFollower,false,778.35,2011733,21.09,50971,1041.16
