Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2379.10,4183840,99.50,54385,N/A,1915.99
astar,true,4864.91,4183735,99.49,54385,N/A,2166.79
bfs,true,1573.60,4183838,99.50,54385,N/A,2007.72
dfs,true,639.71,2030036,48.28,54385,N/A,1377.56
wallFollower,true,2250.65,5464176,129.94,54385,N/A,2061.89
dijkstra,false,5144.29,4602914,99.97,6894,0,1092.21
astar,false,6163.43,4602882,99.97,6894,0,863.43
bfs,false,1334.66,4602913,99.97,6894,0,1718.32
dfs,false,171.80,387826,8.42,198426,191532,449.42
wallFollower,false,747.79,1896962,41.20,37008,30114,798.88
