Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2.32,4337,86.76,814,N/A,1.15
astar,true,3.43,3209,64.20,814,N/A,1.01
bfs,true,2.47,4337,86.76,814,N/A,1.06
dfs,true,2.08,3005,60.12,814,N/A,0.81
wallFollower,true,2.88,5310,106.22,814,N/A,1.31
dijkstra,false,2.98,5414,99.35,246,0,1.20
astar,false,1.28,539,9.89,291,45,0.74
bfs,false,2.52,5414,99.34,246,0,1.08
dfs,false,1.61,2031,37.28,922,676,0.80
wallFollower,false,2.25,3440,63.10,781,535,1.23
