Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,14775.77,12986158,97.93,33463,4139.14
astar,true,12301.93,13032574,98.28,33463,3693.86
bfs,true,8838.08,12986152,97.93,33463,5743.67
dfs,true,3306.35,7553628,56.96,33463,3723.98
wallFollower,true,3350.46,11445318,86.31,33463,4510.95
dijkstra,false,17223.98,13404938,98.74,28376,4690.45
astar,false,12636.50,13500627,99.44,28376,5054.96
bfs,false,7998.81,13404938,98.74,28376,7545.43
dfs,false,3247.27,6687720,49.26,97608,4373.76
wallFollower,false,4142.16,12886097,94.92,1014198,5985.39
