Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8347.39,11949777,93.71,53505,6856.70
astar,true,8975.20,12516268,98.16,53505,6812.55
bfs,true,4966.88,11949781,93.71,53505,6933.68
dfs,true,1838.73,5722123,44.87,53505,3965.79
wallFollower,true,5654.75,14043961,110.14,53505,6739.41
dijkstra,false,23826.28,13310653,95.33,8440,3905.55
astar,false,13692.37,7685735,55.04,8494,3517.86
bfs,false,5034.68,13311298,95.33,8440,4184.68
dfs,false,1143.16,4248197,30.42,781091,2430.33
wallFollower,false,150.77,157811,1.13,63400,1051.56
