Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,375.66,758686,97.11,17428,N/A,340.13
astar,true,713.13,758405,97.08,17428,N/A,370.38
bfs,true,277.41,758682,97.11,17428,N/A,480.43
dfs,true,140.00,397818,50.92,17428,N/A,258.58
wallFollower,true,391.23,942910,120.69,17428,N/A,409.92
dijkstra,false,597.57,854896,99.97,2983,0,326.41
astar,false,844.79,854869,99.96,2983,0,165.80
bfs,false,214.25,854897,99.97,2983,0,378.02
dfs,false,78.12,164525,19.24,45851,42868,115.14
wallFollower,false,204.80,530177,61.99,15249,12266,187.18
