Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,114.79,267960,95.27,8961,N/A,159.94
astar,true,235.65,267503,95.11,8961,N/A,112.17
bfs,true,95.46,267953,95.27,8961,N/A,161.74
dfs,true,50.65,151441,53.85,8961,N/A,94.32
wallFollower,true,119.22,277065,98.51,8961,N/A,155.53
dijkstra,false,175.98,307688,99.95,1800,0,99.98
astar,false,270.87,307642,99.94,1800,0,98.45
bfs,false,83.48,307688,99.95,1800,0,128.59
dfs,false,27.43,54302,17.64,15146,13346,35.01
wallFollower,false,61.52,137618,44.71,8928,7128,64.57
