Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,115.60,253836,96.85,8921,N/A,106.06
astar,true,220.86,253614,96.77,8921,N/A,128.72
bfs,true,89.78,253838,96.85,8921,N/A,123.41
dfs,true,56.14,133091,50.78,8921,N/A,99.23
wallFollower,true,103.21,229168,87.44,8921,N/A,107.13
dijkstra,false,159.40,286771,99.96,1746,0,98.39
astar,false,249.05,286732,99.94,1747,1,87.69
bfs,false,74.56,286772,99.96,1746,0,125.39
dfs,false,22.73,38308,13.35,19403,17657,35.49
wallFollower,false,37.55,75468,26.31,8676,6930,47.79
