Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1283.17,1769251,98.02,11191,552.49
astar,true,1197.74,1777768,98.49,11191,535.45
bfs,true,827.25,1769260,98.02,11191,887.48
dfs,true,333.73,800786,44.36,11191,511.04
wallFollower,true,558.17,2017520,111.77,11191,811.48
dijkstra,false,1464.25,1826713,98.85,9244,709.73
astar,false,1261.31,1839866,99.56,9244,709.43
bfs,false,872.62,1826714,98.85,9244,1030.60
dfs,false,329.27,739281,40.01,27477,631.01
wallFollower,false,736.87,2279335,123.34,137627,1109.51
