Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3048.58,4784603,92.06,30517,2030.62
astar,true,3097.46,4554218,87.63,30517,1792.01
bfs,true,1911.01,4784605,92.06,30517,1858.36
dfs,true,756.09,2655584,51.10,30517,1519.04
wallFollower,true,2515.82,6114989,117.66,30517,2143.14
dijkstra,false,6962.97,5414084,95.13,5405,2196.30
astar,false,4288.05,3142053,55.21,5490,2003.53
bfs,false,1850.37,5414231,95.13,5405,2392.06
dfs,false,486.62,1139921,20.03,380752,879.90
wallFollower,false,907.40,2336583,41.06,39476,951.95
