Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4307.75,4850797,97.77,19450,938.67
astar,true,3675.71,4872740,98.22,19450,1834.21
bfs,true,2350.69,4850808,97.77,19450,2605.32
dfs,true,1171.35,2774099,55.92,19450,1662.93
wallFollower,true,1400.23,4390885,88.50,19450,1908.49
dijkstra,false,4953.35,4998309,98.41,15110,1453.07
astar,false,3958.17,5038417,99.20,15110,1399.28
bfs,false,2903.89,4998318,98.41,15110,1578.52
dfs,false,1487.16,3170107,62.41,49142,1903.71
wallFollower,false,1784.95,5539088,109.05,384279,2120.70
