Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3194.62,5576380,99.38,63469,N/A,2341.10
astar,true,6503.33,5576326,99.38,63469,N/A,1944.15
bfs,true,2090.00,5576381,99.38,63469,N/A,3005.11
dfs,true,755.62,2318962,41.33,63469,N/A,1550.58
wallFollower,true,2686.03,6347496,113.12,63469,N/A,2550.97
dijkstra,false,7496.05,6142559,99.97,7963,0,1748.78
astar,false,8384.51,6142520,99.97,7963,0,1567.30
bfs,false,1836.70,6142559,99.97,7963,0,1807.47
dfs,false,540.28,1735496,28.25,247289,239326,955.56
wallFollower,false,77.80,107747,1.75,43836,35873,274.85
