Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,24.53,56580,92.38,4083,N/A,32.11
astar,true,45.19,56275,91.88,4083,N/A,25.62
bfs,true,20.71,56581,92.38,4083,N/A,31.06
dfs,true,13.54,33696,55.01,4083,N/A,19.69
wallFollower,true,27.29,62312,101.74,4083,N/A,29.48
dijkstra,false,30.36,66911,99.91,845,0,27.86
astar,false,52.09,66854,99.82,846,1,13.13
bfs,false,17.56,66912,99.91,845,0,25.67
dfs,false,6.10,8662,12.94,5016,4171,9.40
wallFollower,false,12.45,22576,33.71,4214,3369,16.96
