Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1560.03,2976636,99.18,41884,N/A,1198.91
astar,true,3147.22,2976545,99.18,41884,N/A,1013.41
bfs,true,1052.09,2976636,99.18,41884,N/A,1522.27
dfs,true,470.38,1505494,50.16,41884,N/A,923.20
wallFollower,true,1099.65,2565154,85.47,41884,N/A,1304.07
dijkstra,false,3206.17,3285057,99.97,5805,0,813.38
astar,false,3980.02,3284997,99.96,5806,1,415.79
bfs,false,828.36,3285057,99.97,5805,0,1049.29
dfs,false,115.11,240679,7.32,120438,114633,300.78
wallFollower,false,47.46,76627,2.33,30224,24419,224.95
