Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6011.77,6386398,98.56,23523,1491.56
astar,true,4884.25,6405744,98.85,23523,1279.69
bfs,true,3502.26,6386403,98.56,23523,1737.29
dfs,true,1472.82,3285153,50.70,23523,1163.71
wallFollower,true,1936.20,6413159,98.97,23523,1781.00
dijkstra,false,6650.50,6521707,98.31,17548,4310.03
astar,false,5275.28,6569021,99.02,17548,4142.11
bfs,false,3602.39,6521710,98.31,17548,3866.31
dfs,false,1732.56,3869795,58.33,50153,3179.13
wallFollower,false,2307.97,6726167,101.39,501168,3804.98
