Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,7478.27,10763925,93.44,51429,4810.84
astar,true,8053.75,11181519,97.06,51429,4782.54
bfs,true,4814.20,10763920,93.44,51429,4254.66
dfs,true,1932.75,6423632,55.76,51429,3350.97
wallFollower,true,4694.44,11088710,96.26,51429,5424.70
dijkstra,false,20709.08,12023975,95.31,8025,3746.01
astar,false,10962.26,6251613,49.56,8124,3808.64
bfs,false,4451.86,12024324,95.32,8025,4689.41
dfs,false,1769.84,5324675,42.21,796818,3075.94
wallFollower,false,137.08,144601,1.15,58094,1060.51
