Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1452.63,2661108,98.54,39306,N/A,1168.30
astar,true,2892.51,2660970,98.54,39306,N/A,1084.72
bfs,true,1024.51,2661106,98.54,39306,N/A,1450.46
dfs,true,402.11,1322122,48.96,39306,N/A,899.69
wallFollower,true,1330.67,3167228,117.28,39306,N/A,1351.49
dijkstra,false,2875.42,2955869,99.97,5518,0,830.80
astar,false,3622.86,2955813,99.96,5518,0,624.93
bfs,false,853.14,2955872,99.97,5518,0,1100.27
dfs,false,276.02,747779,25.29,90279,84761,497.07
wallFollower,false,302.50,649768,21.98,29101,23583,454.97
