Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,552.69,1110492,98.71,24813,N/A,581.07
astar,true,1124.91,1110426,98.70,24813,N/A,565.18
bfs,true,404.81,1110493,98.71,24813,N/A,652.16
dfs,true,217.81,609248,54.16,24813,N/A,415.25
wallFollower,true,544.17,1306213,116.11,24813,N/A,584.57
dijkstra,false,926.48,1231319,99.97,3584,0,374.29
astar,false,1307.43,1231231,99.96,3584,0,291.57
bfs,false,299.47,1231319,99.97,3584,0,460.53
dfs,false,51.07,123194,10.00,61010,57426,138.23
wallFollower,false,121.72,282993,22.98,18615,15031,156.32
