Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1247.73,2401115,99.22,37138,N/A,897.42
astar,true,2602.23,2401035,99.22,37138,N/A,1076.60
bfs,true,858.32,2401112,99.22,37138,N/A,1121.21
dfs,true,363.71,1240923,51.28,37138,N/A,903.22
wallFollower,true,1030.73,2542690,105.07,37138,N/A,1057.06
dijkstra,false,2534.72,2648829,99.97,5245,0,548.28
astar,false,3224.28,2648795,99.97,5245,0,733.26
bfs,false,770.68,2648830,99.97,5245,0,1070.66
dfs,false,87.89,196551,7.42,96259,91014,224.80
wallFollower,false,652.12,1615806,60.98,27016,21771,756.39
