Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8417.66,12128672,93.26,55124,3831.94
astar,true,8167.38,11241852,86.44,55124,4293.56
bfs,true,4921.69,12128693,93.26,55124,4883.43
dfs,true,1778.17,5535202,42.56,55124,3000.64
wallFollower,true,4846.75,11036322,84.86,55124,5056.18
dijkstra,false,24535.42,13592664,95.44,8525,2833.97
astar,false,12775.26,7054284,49.53,8597,3349.61
bfs,false,4917.15,13593104,95.44,8525,4879.07
dfs,false,1275.85,3972973,27.90,899934,1943.45
wallFollower,false,133.02,159734,1.12,63020,1315.93
