Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6740.11,9824068,92.86,46787,4424.50
astar,true,6868.44,9739783,92.06,46787,4351.50
bfs,true,3883.95,9824069,92.86,46787,4781.68
dfs,true,1536.30,5213594,49.28,46787,3698.34
wallFollower,true,3318.17,7615329,71.98,46787,5177.18
dijkstra,false,18748.79,11045250,95.33,7687,3985.29
astar,false,10137.46,5744870,49.58,7767,3479.10
bfs,false,4283.00,11045464,95.33,7687,4248.36
dfs,false,1815.23,6531288,56.37,675839,3372.27
wallFollower,false,2013.76,4721509,40.75,57603,2338.63
