Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3103.98,5405617,99.28,61069,N/A,2439.37
astar,true,6295.64,5405566,99.28,61069,N/A,2199.66
bfs,true,2118.48,5405617,99.28,61069,N/A,2178.79
dfs,true,730.17,2410701,44.27,61069,N/A,1698.55
wallFollower,true,2342.22,5646507,103.70,61069,N/A,2734.46
dijkstra,false,7298.61,5960424,99.97,7846,0,1768.39
astar,false,8224.14,5960380,99.97,7846,0,1775.98
bfs,false,1846.39,5960424,99.97,7846,0,2225.35
dfs,false,298.54,410272,6.88,206115,198269,560.74
wallFollower,false,1407.50,3619569,60.71,41005,33159,1336.29
