Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,17.37,39026,86.73,2750,N/A,21.85
astar,true,30.07,38458,85.46,2750,N/A,13.72
bfs,true,14.75,39026,86.73,2750,N/A,19.74
dfs,true,9.15,24020,53.38,2750,N/A,14.56
wallFollower,true,23.09,53818,119.60,2750,N/A,18.46
dijkstra,false,23.32,49146,99.89,730,0,16.72
astar,false,36.96,49066,99.73,730,0,13.24
bfs,false,13.89,49147,99.90,730,0,19.20
dfs,false,4.67,7497,15.24,4374,3644,6.84
wallFollower,false,14.76,32974,67.02,3011,2281,13.11
