Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1216.22,1683484,98.38,11331,470.46
astar,true,1135.52,1689742,98.74,11331,428.43
bfs,true,823.92,1683490,98.38,11331,712.76
dfs,true,370.20,813659,47.55,11331,316.43
wallFollower,true,546.67,1806301,105.55,11331,559.59
dijkstra,false,1347.61,1719946,98.17,8689,513.58
astar,false,1167.00,1734498,99.00,8689,710.39
bfs,false,793.31,1719954,98.17,8689,1089.16
dfs,false,438.72,1022051,58.34,21331,736.83
wallFollower,false,570.23,1876953,107.14,132898,959.78
