Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5654.57,6185662,98.17,22543,2782.11
astar,true,4728.84,6205824,98.49,22543,2553.31
bfs,true,3272.60,6185663,98.17,22543,2989.99
dfs,true,1428.60,3984921,63.24,22543,2488.62
wallFollower,true,1358.27,4653984,73.86,22543,2451.77
dijkstra,false,6353.85,6366225,98.69,18325,1890.44
astar,false,4985.83,6412087,99.40,18325,1821.77
bfs,false,3349.66,6366227,98.69,18325,2459.52
dfs,false,1084.87,2232158,34.60,48706,1259.94
wallFollower,false,1865.02,6308033,97.79,467533,2728.04
