Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1755.47,3049244,93.79,24883,1541.60
astar,true,1942.84,3171557,97.55,24883,1578.73
bfs,true,1124.79,3049261,93.79,24883,1906.13
dfs,true,432.02,1265022,38.91,24883,876.72
wallFollower,true,1546.72,3838563,118.06,24883,1629.82
dijkstra,false,3734.09,3396089,95.39,4285,1118.25
astar,false,2109.97,1768612,49.68,4350,1177.05
bfs,false,1045.69,3396263,95.39,4285,1523.50
dfs,false,341.80,1183407,33.24,206151,760.42
wallFollower,false,580.60,1472204,41.35,30484,479.95
