Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1536.36,2663919,94.53,23249,1335.52
astar,true,1727.63,2756977,97.84,23249,1482.61
bfs,true,994.70,2663941,94.54,23249,1552.97
dfs,true,388.52,1225520,43.49,23249,901.89
wallFollower,true,1269.01,3133936,111.21,23249,1408.40
dijkstra,false,3097.09,2936237,95.16,3992,1215.50
astar,false,2048.17,1877803,60.86,4054,1385.43
bfs,false,911.73,2936448,95.17,3992,1279.68
dfs,false,341.74,987977,32.02,205230,625.57
wallFollower,false,513.37,1278133,41.42,28552,468.66
