Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3922.36,6817593,99.60,72039,N/A,2718.15
astar,true,7914.70,6817516,99.60,72039,N/A,3381.99
bfs,true,2665.99,6817596,99.60,72039,N/A,3252.48
dfs,true,1063.58,3509692,51.27,72039,N/A,2240.50
wallFollower,true,2755.97,6096031,89.06,72039,N/A,3189.97
dijkstra,false,10047.60,7493274,99.97,8755,0,1853.70
astar,false,11373.14,7493222,99.97,8755,0,1488.39
bfs,false,2232.97,7493277,99.97,8755,0,2462.43
dfs,false,305.13,637961,8.51,301710,292955,705.11
wallFollower,false,690.89,1593736,21.26,46724,37969,1001.72
