Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,106.29,234134,95.57,8609,N/A,96.41
astar,true,200.78,233813,95.43,8609,N/A,106.09
bfs,true,91.18,234134,95.57,8609,N/A,125.84
dfs,true,37.40,126021,51.44,8609,N/A,95.34
wallFollower,true,110.84,279916,114.25,8609,N/A,124.14
dijkstra,false,141.74,268048,99.96,1668,0,128.68
astar,false,231.47,268031,99.96,1669,1,39.27
bfs,false,72.80,268047,99.96,1668,0,92.88
dfs,false,20.95,56228,20.97,16229,14561,36.68
wallFollower,false,32.11,73655,27.47,8867,7199,62.48
