Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,4370.53,7284543,99.63,78272,N/A,2303.36
astar,true,8884.82,7284493,99.63,78272,N/A,2958.63
bfs,true,2659.79,7284542,99.63,78272,N/A,3513.71
dfs,true,1222.98,3846819,52.61,78272,N/A,2524.70
wallFollower,true,3315.59,7698694,105.30,78272,N/A,3531.16
dijkstra,false,11056.19,8004212,99.97,9066,0,2014.91
astar,false,12436.09,8004174,99.97,9066,0,1876.37
bfs,false,2588.68,8004211,99.97,9066,0,2937.22
dfs,false,521.92,1319904,16.48,264903,255837,1038.08
wallFollower,false,2107.63,4857893,60.67,45486,36420,1333.17
