Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,948.00,1342083,98.59,9821,343.62
astar,true,862.26,1345499,98.84,9821,372.23
bfs,true,612.18,1342088,98.59,9821,627.28
dfs,true,297.95,696912,51.20,9821,368.39
wallFollower,true,416.91,1338012,98.29,9821,531.10
dijkstra,false,1017.07,1375778,98.72,7931,353.83
astar,false,910.97,1385602,99.43,7931,415.25
bfs,false,596.47,1375782,98.72,7931,888.11
dfs,false,251.01,581383,41.72,17792,447.09
wallFollower,false,451.00,1488385,106.80,103344,652.26
