Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8245.87,11992215,93.16,53854,5362.69
astar,true,8784.40,12538411,97.40,53854,5450.69
bfs,true,4827.49,11992245,93.16,53854,5528.56
dfs,true,1629.36,5455868,42.38,53854,3379.95
wallFollower,true,4890.23,11841600,91.99,53854,5988.91
dijkstra,false,24214.12,13481397,95.63,8499,3361.84
astar,false,16318.47,9345934,66.30,8557,4257.57
bfs,false,4697.45,13481604,95.63,8499,4997.89
dfs,false,1410.85,4010371,28.45,829991,2712.61
wallFollower,false,130.19,156060,1.11,62635,853.00
