Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8728.04,8647235,98.04,26441,3583.05
astar,true,7481.93,8681401,98.43,26441,3352.20
bfs,true,5174.14,8647242,98.04,26441,4700.36
dfs,true,2058.72,5260879,59.65,26441,3305.64
wallFollower,true,2303.19,7143513,80.99,26441,3306.48
dijkstra,false,10110.94,8903761,98.60,22462,3588.42
astar,false,7815.74,8965926,99.29,22462,3467.31
bfs,false,5577.45,8903765,98.60,22462,4410.95
dfs,false,2418.31,4604792,51.00,80778,3043.62
wallFollower,false,3660.67,10588288,117.26,626504,3914.20
