Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,509.63,1041734,99.09,22462,N/A,615.56
astar,true,1051.24,1041638,99.09,22462,N/A,384.84
bfs,true,360.41,1041732,99.09,22462,N/A,617.11
dfs,true,177.44,572859,54.49,22462,N/A,347.46
wallFollower,true,511.38,1249237,118.83,22462,N/A,493.03
dijkstra,false,845.22,1150630,99.96,3471,0,334.23
astar,false,1230.74,1150592,99.96,3471,0,259.44
bfs,false,301.59,1150632,99.96,3471,0,423.47
dfs,false,54.68,101916,8.85,54445,50974,105.06
wallFollower,false,47.77,46980,4.08,18730,15259,125.01
