Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2861.12,5252141,99.45,61029,N/A,2500.43
astar,true,6056.29,5252051,99.45,61029,N/A,1792.98
bfs,true,2033.51,5252147,99.45,61029,N/A,2475.59
dfs,true,735.53,2655968,50.29,61029,N/A,1677.77
wallFollower,true,2307.34,5724762,108.40,61029,N/A,2602.45
dijkstra,false,7066.66,5781300,99.97,7705,0,1692.14
astar,false,8073.71,5781264,99.97,7707,2,1732.50
bfs,false,1756.18,5781300,99.97,7705,0,2240.53
dfs,false,222.72,367038,6.35,179468,171763,516.17
wallFollower,false,1528.75,3506188,60.62,39921,32216,1089.91
