Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4892.51,5366932,98.57,21515,1581.69
astar,true,4275.02,5382933,98.86,21515,1594.09
bfs,true,2767.63,5366928,98.57,21515,3419.25
dfs,true,1316.87,3570129,65.57,21515,2205.81
wallFollower,true,1234.01,3771080,69.26,21515,1965.41
dijkstra,false,5392.27,5494597,98.56,16851,2469.55
astar,false,4268.57,5535227,99.29,16851,2755.71
bfs,false,2945.17,5494598,98.56,16851,3420.49
dfs,false,1069.59,2463302,44.19,37969,1924.61
wallFollower,false,1674.67,5361490,96.18,431419,2964.80
