Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,88.41,214001,94.22,8601,N/A,117.18
astar,true,168.60,213716,94.09,8601,N/A,98.18
bfs,true,74.25,214001,94.22,8601,N/A,107.95
dfs,true,43.08,90958,40.05,8601,N/A,89.45
wallFollower,true,92.44,201951,88.91,8601,N/A,94.16
dijkstra,false,133.81,248531,99.96,1628,0,90.88
astar,false,216.83,248481,99.94,1629,1,42.86
bfs,false,65.15,248530,99.95,1628,0,97.87
dfs,false,12.55,26113,10.50,14045,12417,29.35
wallFollower,false,32.41,65938,26.53,7878,6250,53.04
