Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,358.66,726870,97.03,16951,N/A,321.58
astar,true,684.49,726680,97.01,16951,N/A,355.30
bfs,true,277.17,726871,97.03,16951,N/A,394.69
dfs,true,125.19,353928,47.25,16951,N/A,245.37
wallFollower,true,346.78,861814,115.05,16951,N/A,372.48
dijkstra,false,572.75,819933,99.96,2934,0,317.20
astar,false,811.31,819835,99.95,2935,1,155.73
bfs,false,233.95,819931,99.96,2934,0,326.66
dfs,false,104.95,302287,36.85,36986,34052,188.33
wallFollower,false,143.97,353624,43.10,16595,13661,166.67
