Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,10626.19,10146046,98.02,29485,5008.29
astar,true,8758.48,10187955,98.42,29485,4820.42
bfs,true,6119.24,10146053,98.02,29485,4807.85
dfs,true,1664.07,4563405,44.09,29485,3111.57
wallFollower,true,3409.87,11600134,112.07,29485,5277.14
dijkstra,false,12386.27,10470202,98.80,24376,3180.58
astar,false,9318.25,10541978,99.48,24376,3791.13
bfs,false,6134.43,10470218,98.80,24376,5331.23
dfs,false,2630.61,5457745,51.50,84687,3386.86
wallFollower,false,3528.15,10765447,101.59,736230,3818.74
