Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,592.93,1165962,97.06,22042,N/A,525.16
astar,true,1167.90,1165701,97.04,22042,N/A,504.72
bfs,true,419.65,1165961,97.06,22042,N/A,657.72
dfs,true,222.16,688435,57.31,22042,N/A,448.39
wallFollower,true,512.09,1186349,98.76,22042,N/A,553.18
dijkstra,false,1016.66,1314821,99.97,3697,0,442.79
astar,false,1402.74,1314789,99.96,3697,0,390.34
bfs,false,333.40,1314821,99.97,3697,0,523.46
dfs,false,74.66,213622,16.24,44864,41167,133.91
wallFollower,false,218.25,555825,42.26,20464,16767,260.35
