Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2234.48,4084768,98.91,52126,N/A,1712.23
astar,true,4722.14,4084701,98.90,52126,N/A,1685.04
bfs,true,1519.72,4084768,98.91,52126,N/A,1967.58
dfs,true,647.55,2092422,50.66,52126,N/A,1353.69
wallFollower,true,1828.02,4415500,106.91,52126,N/A,1784.51
dijkstra,false,4963.91,4521102,99.97,6816,0,1420.87
astar,false,6029.67,4521069,99.97,6816,0,1262.52
bfs,false,1269.99,4521102,99.97,6816,0,1748.42
dfs,false,139.11,357836,7.91,176435,169619,358.97
wallFollower,false,740.87,1858098,41.09,34772,27956,802.01
